artist,text
perfect_circle,"don't play dead cause maybe someday
why can't you turn and face me
ever the optimistic one
but maybe you're better off this way
you fucking disappoint me
passive aggressive bullshit
go ahead and play dead
i just can't believe him
it's your right and your ability to become my perfect enemy
you disappoint me
i will walk away and say
i know that you can hear this
i catch a brief reflection of what you could and might have been
maybe you're better off this way
i'm sure of your ability to become my perfect enemy
so wake up and face me
leaning over you here cold and catatonic"
nine_inch_nails,"time will feed upon your weaknesses and seem to lose the will to care
standing there in all your grand naivety about to reap what you have sown
hear it coming now
we will not go away
when you return to the place that you call home we will be there we will be there
will never leave this place
we will not let you win
can you hear it now
this is something that you'll never understand
into fire you can send us from the fire we return
our bones our skin
our blood will stay
our blood our ways
there's bullet holes where my compassion used to be and there's violence in my heart
you can not stop us all
you can label us a consequence of how much you have to learn"
audioslave,"could be you're mother
just like blood and rain love and pain are one and the same
could be you're father
it's just what they do
you know they'll show their colors
you fall in love from a great height now the easy part's over
or you're best friend in the world
yeah yeah yeah
keep you're enemies closer
one and the same
choose you're battles not you're soldiers
they don't mean you any harm
hey hey hey hey
but they're gonna come kill you"
alice_in_chains,"sisters said come home
i drive them away
for a while then
can't you see
son you have a choice
i'm awake anyway
i'm just fine
i'm asleep anyway
it's too bright over there
father said come home
i then slapped my face
little skinny okay
do as when in
so my friends said come home
i can shift cannot steer"
alice_in_chains,"i been drinking too much cause
i always tried to do all the things you want me to
i can't believe you slipped away
a crack in the mirror picture split in two
i can't have you blues
i'd be laughing myself into an early grave
nothing stays the same in this game
i can't have you blues no
nothings the same need my fix of you
i can't have you
i can’t forget your face"
nine_inch_nails,"i never should have kissed
and if she says come inside
i am sanctified
i am purified
maybe my kingdom's finally come
as the words spill out like fire from her lips
i'll give everything to her
i am justified
what if she touches with those fingertips
as she walks me through the nicest parts of hell
i'll come inside for her
i still dream of lips
well she knows exactly what
i do it all again
i hope and pray this will end
i can't resist
if she says give it all
well she's turning me into someone else
i found a way to wash it all aside"
soundgarden,"and a place of rage
it's all the same
a pretty    pretty    blank name on the list
covered with assholes
to see their fear and their trembling words
an x for every accomplished deed
ah the circle spinning the circle of power
and it's all
and it's under different names
not necessarily dumb but just uh  beautiful  beautiful  
 /spoken
cause we have conquered a kingdom
the circle of power"
pearl_jam,"ain't got the right to choose barely got the right to vote
i try to forgive 'em any way
there they got the right to make an honest buck
there's a man of the people said 'keep hope alive'
people shufflin' their feet people sleepin' in their shoes
ain't a free place it's not a free place
there's a lot of people sayin' we'd be better off dead
there's a warnin' sign in the road ahead
there's department stores and toilet paper
under an old street light oh near a garbage can
keep on rockin' in the free world
ozone layer
never get to fall in love never get to be cool
now she put her kid away she's gone to get a hit
don't feel like
that's one more kid that'll never go to school
a ain't a free free place
got fuel to burn got roads to drive
there's a kinder gentler police man's hand
styrofoam garbage for the
she hates her life and what she's done with it
i am to them"
alice_in_chains,"you're chasing a bad dream a luxury
i don't care what you say
bought a bunch of valiums from skinny broadway bag
i don't know much about heroin but
death trap watch me going blind oh
goodbye let us in and we'll lay you in the ground
yeah our teens meant everything alright
just about everything once before
taking girls for the things
i need like booze drugs and ass
get stoned daily survival in the war zone
half rack smoking out till it's all black
living my life in the box or sleepin in the trash
i wanna try
i never had
getting rid of you
chosen on the floor take another drag
or what you do
chemical addiction is
jerry do me like this
so high colors turn to sound"
alice_in_chains,"alice
i guess she's got her reasons but i just don't wanna know
'cuz for twenty four years i've been living next door to alice
tell her how i feel maybe get a second glance;
now i've got to get used to not living next door to alice
alice who the fuck is
alice 
tell her how i feel maybe get a second glance;
now i've got to get used to not living next door to alice
who the fuck is"
pearl_jam,"oh he fills it up with the love of a girl
fills his night with the thought of a girl
how he makes his getaway
oh half his life a hand me down wasted away
gets carried away
fills it up with his past"
tool,"home we occupy
pure as we begin
light the way or warm this
moved by will alone
take whatever we desire
forge a blade to slay the stranger
here we have a stone
listen to your mother your father is right/rising/right son
leave as we come in
stay in school
flame becomes a fire
gather place erase so
move by will alone
throw to stay the stranger
shelter turns to home
pure as light return to one
pure as we come in
ruled by will alone
swore to crush his bones"
soundgarden,"his birthright is forgotten
for all things share the same breath
for he's a stranger who comes in the night
tell me what is man without the beasts
i'll bet he will die of loneliness
the white man doesn't understand our ways
the white man won't notice the air he breathes
the air is precious to the red man
as his brothers not his enemies
or the warmth of the land it's strange to us
we don't own the freshness of the air
and takes from the land just what he needs
like a man dying for many days
own him as you wish to own our land
we know our god is the same god
how can you buy them from us
you may think you wish to own him
when it's completed he moves on
continue to contaminate your bed
or the sparkle of the water
and the earth is precious to him
but he is the body of man
and you will suffocate in your waste
he leaves his father's grave and his birthright"
perfect_circle,"so far it hasn't surfaced
so why should it be
i'm sure it exists
what makes a man  why should it be
what makes a man
i've never even met you
and you're kicking
i can't understand what makes a man
and we're different creeds
it just takes a while to travel
and you're shouting at me
i've done nothing wrong
it's obvious you hate me
i should get along so awfully
from your head to your fist  head to your fists
and different people
i can't understand
so what could
people are people
i have done
i'm relying on your common decency
have different needs
hate another man
help me understand
i can't understand  people are people"
pearl_jam,"it's a lovely stupid mop it is
i deserve to be loved don't you
why is that better than being hugged
to be loved don't you
i want to show them that
you know what
just like a girl wants sex with a boy you know
i'll kill you
i can still fantasize but
see they're stupid very stupid those people over there
spanking that's the only thing
these people are so below mentality honest to
keep it to myselfkeep it to myself
i'm mentally ill
i mean he got the nerve to bug me
i can walk on my own without hands of theirs
and this is the way it makes me feel loved
we wanna be loved so we have sex together
this mentality honest to
old sponge mop dumb old sponge mop
that's why they call me mophandlemama
do you ever think that you would actually really kill yourself
don't you want people to love you
keep it to myself keep it to myself
in two weeks before she could see herself not dressed
do you ever think that you actually would kill yourself
that's why they call me mophandlemama  x3
i don't believe it now the floor looks beautiful
i have thought about it real uhh real deep
they're stupid
i can walk without hands of theirs
i'll always be probably
my last one was born in the system
bug me bug me he got the nerve to bug me
the twenty third of
i want so much
that's the only thing
i bought some new mops
may you know she disturbed no one today
i tell the whole world that
go to the papers yeah why not
dumb old sponge mop
is it any old dumb mop
and they feel loved about that
i don't know if that's my imagination but umm
hey foxymophandlemama that's me
there's something really screwey about no streaking
if you ever go to bed
just like a person having sex feels cared for
closer to the person
my spanking that's the only thing
think they got me
you're right this mop's stupid
i keep it to myself
hey foxymophandlemama that's me hmm
now the floor looks beautiful
because you get closer to the person
she prides herself on her cleaning habits
very much so
i dream about it
i think about it
everything seems so eight ball
i don't like it
go away you stupid dumb old sponge mop
come on mop no streaking mop
i don't believe it old sponge mop
i don't mind mop the floor my mop streaks
the manager told her to completely forget
know if that's my imagination but umm
it's not me it's the mop
it's the way
i deserve to be loved"
pearl_jam,"oh lay down your arms and love me peacefully
the weapons you're using are hurting me bad
oh baby lay down your arms  x7
lay down your arms and love me peacefully
use your arms to hold me tight
so forget the other boys because my love is real
come off your battlefield
lay down your arms and surrender to me
a soldier of love that's hard to beat
i don't wanna fight no more
please baby lay down your arms
yea lay down your arms and love me peacefully
oh there ain't no reason for you to declare war on the one who loves you so
i'm the one that loves you so
use your arms for squezing and please cuse that's the way it has to be
use your arms for squezing and please
cause my love baby is the truest you've ever had
but someday you're going to retreat"
nine_inch_nails,"i am the lie that you believe and
i am the prayers of the naive and
i use you up
mr self destruct
i am the need you have for more and
i give you all you need to know
i am the lover in your bed and
i drag you down
i am the truth from which you run and
i am denial guilt and fear and
i am the silencing machine and
i control you
i am the sex that you provide and
i am the high you can't sustain and
i am the end of all your dreams and
i am the hate you try to hide and
i am the pusher i'm a whore and
i take you where you want to go"
tool,"i've been hiding
in  my shadow
i wanna feel the changes coming down
i wanna feel the metamorphosis and
cleansing
contemplate what
forty six and two ahead of me 
choose to live and to 
grow 
take and give and to 
move 
learn and love and to 
cry 
kill and die and to 
be 
paranoid and to 
lie 
hate and fear and to 
do 
what it takes to move through 
lie 
kill and give and to 
die 
learn and love and to 
do 
what it takes to step through 
stretching up and over me
soften this old armor
i'm down
digging through
my old muscles
for a clue
join in my child 
my shadow moves 
closer to me
clearing out what could've been
i wanna feel the change consume me 
feel the outside turning in
i've been clinging to
i've been wallowing in my own confused
and insecure delusions
for a piece to cross me over
or a word to guide me in
listen to my muscle memory
i can clear the way by
stepping through my shadow 
coming out the other side
digging through
my shadow's
i've been wallowing in my own chaotic 
insecure delusions
my shadow's
shedding skin
change is coming
i've endured in 
 my shadow
now is my time
my old numb shadow
i've been picking
my scabs again
join in my child
and listen
forty six and two
are just ahead of me
i've been crawling on my belly
clearing out what could've been
i wanna know what
shedding skin
and
change is coming through my shadow
step into the shadow
i've been picking
scabs again"
soundgarden,"mind your mother if it makes you feel at ease
holy bible on the night stand next to me
and they take thine majesty so seriously
i'm raped by another monkey circus freak
holy devil in the flesh some might believe
as you're raped by another monkey circus freak
it's the big lies that are more likely to be believed
trying to take my indignance away from me"
pearl_jam,"she feeds him yeah
it's got to stop
take no more
memories back when she was smooth and strong and waiting for the world to come along
can't find a better man  can't find a better man   x3
she practices her speech as he opens the door she rolls over
pretends to sleep as he looks her over
swears she knew him now she swears he's gone
uh huh   x5
can't find a better man
she lies and says she still loves him
that's why she'll be back again
she dreams in color she dreams in red"
tool,"are you scared you'll be forgotten
compromise no self obsessed so
compromise so self obsessed
my mind out of my mind
compromise no compromise so
as you stare into the water
so confident so self obsessed no
are you scared to be forgotten
compromise no self obsessed no"
soundgarden,"they run to hunt you down
tears have left your eyes
dogs lead the chase as you are bleeding
starved dogs howling run to hunt you down
your face has a different
now they run to hunt you down
permanent disguise"
pearl_jam,"maker of my enemies
soaks the pages
stab it down
one way needle
fucking circus
drains and spills
suck my life out
roll me over
pulled so slowly
spin me round
fills their sponges
fill the pages"
pearl_jam,"it must be an open door for you
every night
sometimes you're there and you're talking back to me
but the strangest thing to date
it's only rain that
from wherever you are
will my memory stay clear
and it's ok
under this broken roof
since you slipped away
i'd say to you
come back come back
i go to sleep
oh oh oh oh
i've been waiting for
and in the night
i've been wishin' out the days
so far away and yet you feel so close
will the light shine through
i had to remain here
i still remain true
the real possibility that
a real possibility that
please say that if you hadn't have gone now
i'm waiting for
i'll be here
so you had to go
to come back
come the morning
i may need to end my pain
i wouldn't have lost you another way
i may meet you in my dreams
i could swear you're next to me
i'm not going to question it any other way"
alice_in_chains,"things aren't as good as they can be
ah my fairytale love story
i got to drinking
my fairytale love story
i'm not as sweet as them all
my fairy life
the bitch is over the brink
i got to drinking again
i'll cut it off
prince kissed a few there on the lips
she woke him with a cold sore she ain't so pretty no more
rapunzel let down your hair
at the bottom of the hill
yeah you're my fairytale love story
to get you off of my
jack busted his crown
i got to thinking
ooo my fairytale love story"
tool,"and terror possesed me then
and as we descended cries of impending doom rose from the soil
hear me now
save our brothers
life feeds on life feeds on life feeds on liiiiife
lord what are these tortured screams
i have seen the light
they have a consciousness they have a life they have a soul
i get an amen
life feeds on life feeds on life feeds on life feeds on
and the angel said unto me
these are the cries of the carrots the cries of the carrots
maynard tomorrow is harvest day and to them it is the holocaust
let the rabbits wear glasses
life feeds on life feeds on life feeds on life
one thousand nay a million voices full of fear
this is necessary
angel of the
i get a hallelujah
i sprang from my slumber drenched in sweat like the tears of one million terrified brothers and roared"
tool,"when he speaks 
he speaks through me
what you need is someone strong to catch you
if you want to get your soul to heaven 
trust in me
just do everything
when he speaks out 
he speaks through me
christ why don't you come save my life now
open my eyes and blind me with your light
trust in me
you are broken now 
but faith can heal you
deaf and blind and dumb and born to follow
we both want
to rape you
now don't you judge or question
i tell you to do
he has needs
like
open my eyes blind me with your light now
deaf and blind and dumb and born to follow 
what you need is someone strong to catch you 
like me like me like me like me
let me lay my holy hand upon you 
becomes me"
audioslave,"just what they're told to
while we walk the street
i wanna riot
to go to jail
to go to jail 
or are you taking orders
of people rich enough to buy it
or are you going forwards
nobody wants
but they don't mind throwing a brick
where they teach you how to be thick
white riot  a riot of my own
an' nobody wants
white people go to school
are you going backwards
too chicken to even try it"
pearl_jam,"i've got to be good
i couldn't stop
the screamin tires
straight ahead
i kissed her our last kiss
she's gone to heaven so
the lord took her away from me
i hold her tight
the rain was pouring down
we hadn't driven very far
i can see my baby when
i swerved to the right
i lost my love my life that night
i found my baby that night
something warm falling into my eyes
i heard last
i had missed
but now she's gone
even though
but some how
i leave this world
oooooo oooooooooo
ooooooooooooo
i'll leave this world
the busting glass
i lifted her head
she looked at me and said
i'll never forget the sound that night
painfull scream that
hold me darling just alittle while
there were people standing all around
i held her close
there in the road
a car was stalled the engine was dead
i found the love"
pearl_jam,"three days and maybe longer
under your tongue
this is my last exit
this is   x5
for better or for worse a best we began
ahead my skin at last
won't ever find me here
i will give you what you're not supposed to have
i swear by sin
four days and not much longer
i'm like a tab
won't even know
soon be over and
i will relent
no time to question why'd nothing last
under my breath
grasp and hold on we're dying fast"
tool,"things like
i'm not serious
why don't you go kill yourself
o fuck yourself 
you piece of shit
fuck yourself 
kill yourself 
you piece of shit
people tell me what to say 
what to think 
and what to play"
audioslave,"ready to begin
and in the aching nights under satellites
this ringing in my head
telephone in my heart
from my creator
you gave me life now
is this a cure or is this a disease
someone get me a priest
i was not received
i will land
and in your final hours
you better thing again
before my role defines you
built with stolen parts
moving right along
show me how to live
nail in my hand
on the quiet earth
couldn't buy a eye full of sleep
you thought you made a man
to put my mind to bed
i will stand
let the stains remind you
and roll out of my skin"
pearl_jam,"i'm never going back again 
leave the pain for someone else
nothing back there for you to find
or was it you you left behind
i'm never going back again
i'm never going back again
i'm never going back again
death came around forced to hear it's song
i'm starting to believe it's you're plan all along
i'm never going back again 
i escaped it a life wasted
you're harder on yourself than just about anyone
halfway there why would you turn around 
why invite it to stay 
yes comfort is an energy
but why let the sad song play   
i'm never going back again
i'm never going back again 
having tasted alife wasted
let me say just once that
and know tomorrow can't be depended on
all locked doors and unmade beds"
soundgarden,"oh yeah you're a stray stray cat
you look so scared out of my man made bed
i bet your momma never told you
i don't want your
no this ain't no capital crime
why don't you bring her upstairs
she's wild enough that she can join in too
i bet your momma never heard you spit like that
this ain't no hanging matter
no it ain't no capital crime
i know you miss your mother
i can see that you're so far from home
i bet your momma never told you you scratch like that
i bet your momma never saw you scratch my back
i know you're no scare eyed honey
i bet your momma never saw you
there'll be a feast if you just come upstairs"
tool,"standing naked here to say
i'm the only way
cleaner who saves the day
i've got to brush them all away
shine his smile on me
oh don't you listen to them say
i am the freedom cleaner
i get the backwall
i feel the demon's rage
and important they'll always stay
imposters from the show
they'll try to trick you into
i am the demon cleaner
that magic cleaner oh
shush them all away
cobwebs in the way
normal treatment
i must clean them all away"
nine_inch_nails,"and he signs his name with a capital
now on my hands and kness
ain't gonna worry about no future generations
the more we let you have the less that
don't try to tell me how some power can corrupt a person
maybe you're afraid to see
you pushed a button and could watch it all on the television
now nod your head because you know that
you haven't had enough to know it's like
i'm sick of hearing about the haves and the have nots
traded in my god for this one
and he pushed a button and it dropped the bomb
have some personal accountability
i'll be keeping for me
i'm sure somebody gonna figure it out
you're only angry cause you wish you were in my position
don't really see what all the fuss is about
there's a lot of me inside you
the biggest problem with the way that we've been doing things is
i'm on my hands and knees
but forgot what that could be
those motherfuckers didn't last too long"
nine_inch_nails,"i could fix myseld
i'd  but it's too late for me
i'll build a wall and we can keep them on the other side
  but they keep waiting
  and picking
i can't watch her slip away
hoping someone can see
if
i was like you
i was there too
before everyhting else"
nine_inch_nails,"i remember sometimes
could
i please come with you 
sweet smell of sunshine
i remember sometimes
i remember sometimes
found out that his skin just wasn't thick enough
wanted to go back to how it was before
thought he lost everything
then he lost a whole lot more
swallowed up in empty space
the tears of regret
frozen to the side of his face"
tool,"i say say say
only wanna lay with you
don't you think that
on the streets with something that's on your mind
feeling kind of cold need something hot to hold
this is a punk cover only
i'm being fresh
i wanna hold your hand
i promise you won't smell no fish
only want to lay with you
i said fish"
pearl_jam,"it is a pleasure for us to wish you together
with
when it feels wrong it seems so long
i will see the light
love isn't dying
there's more than meets the eye
i did believe
does peace come out of fighting
i see newspapers mag azines
somewhere inside
m  a merry cucumber
v's on at night
i can't belong
it's not absurd to all get heard
you have to reach inside no feelings to hide
stop and wonder why
bring children into the world
put our feelings into words
i need a song to help along
can truths come out of lying
moving fast as light
we live in homes talk on phones
we couldn't have done it by ourselves
i'm happy when
truth isn't lying
can truth come out of lying
peace isn't fighting
does peace from out of fighting
hear the tones can you hold
i was wrong
i have gained insight
tell's what's going on leading us along
if reality is what
m un buon cetriolo
to get to the light"
soundgarden,"leaning on the pedestal that holds my self denial
and drawing flies
firing the pistol that shoots my holy pride
sitting here like wet ashes with
i share a cigarette with negativity
conditions permission mirrored self affliction
sadists' co addiction perfect analogies
i fire a loaded mental cannon to the page
hey what you yellin' about
x's in my eyes
used my inspiration for a guillotine
wallowing in my own obscenities"
pearl_jam,"v
dead lay in pools of maroon below
daddy didn't give attention
to the fact that mommy didn't care
king jeremy the wicked
ruled his world
jeremy spoke in class today
try to forget this  
try to erase this  
from the blackboard
jeremy spoke in class today
pickin' on the boy
seemed a harmless little fuck
but we unleashed a lion
gnashed his teeth
and bit the recess lady's breast
he hit me with a surprise left
my jaw left hurtin
dropped wide open
just like the day
like the day
i heard
and the boy was something mommy wouldn't wear
king
jeremy the wicked
ruled his world"
pearl_jam,"for threatenin' my baby unborn and unnamed
i'll watch as your lowered into your deathbed
you play with my world like it's your little toy
you that hide behind walls you that hide behind desks
i see through your brain
i'll stand on your grave till
i just want you to know
i'm sure that your dead
a world war can be won and you want me to believe
i'll follow your casket in the pale afternoon
you put a gun in my hand then you hide from my eyes
the fear to bring children into this world
but there's one thing
you hide in your mansion while young people's blood
and you turn and run farther as the fast bullets fly
i see through your eyes and
you that build the death place you that build all the guns
i see through the water that runs down my drain
you ain't worth the blood that runs in your veins
i can see through your masks
all the money you made will never buy back your soul
i'm younger than you
i know though
will it buy you forgiveness do you think that it could
i think you will find when your death takes its toll
i'm young you might say
jesus would never forgive what you do
you might say that
i'm unlearned
then you sit back and watch while the death count gets higher
you that never done nothing but to build and destroy
flows out of their bodies and is buried in the mud"
alice_in_chains,"you just up and left me on this rock all alone
my heart is dried up beating slow
ask around to find out where the junkies apply
since you died
i should have known
it's been just raining since you died
visit all attractions flippin' back and aside
still you leave me rotting on this rock all alone
my heart is tired of beating slow
i touch the sinister side
i could drop until
it's my fault for knowing not what"
alice_in_chains,"stomach hurts and
lost my mind yeah
pink cloud has now turned to gray oh
can't find it anywhere
see myself molded in clay oh
i want is to play
angry walls that steal the air
field of pain is where
feed me your lies open wide hey
stares at me yeah
i'm strung out anyway hey
shadows dancing everywhere
burning on the angry chair
serenity is far away
i'm afraid hey
so little hope that
i don't care
get on your knees time to pray boy
i'm a dull boy work all day oh
changing the shape of his face aw yeah
i don't mind
weight of my heart not the size oh
i want is to play hey"
perfect_circle,"i don't feel so
i approach the bottom
he promised
i'm so weak and powerless
over you
desperate and
one that pushes me along and leaves me so
and some piece of mind
i'll never hear a word you say
come again some other day
i'm so weak and powerless over you
jam another dragon down the hole
whatever just as long as
i would find a little solace
the devil has my ear today
digging to the rhythm and the echo of a solitary siren"
pearl_jam,"choosing the shiny ones instead
if there was a key you took it in your hand
thinking 'bout heaven
i've realized it's now wrapped around my neck
thumbing my way back to heaven
i'm counting my way back to heaven
i can't be free with what's locked inside of me
i can't see what's next from this lonely overpass
i'll get a ride
i could hold you
i'm just walking the miles every once in a while
i smile but who am
i'm sure there's good and bad
i let go of a rope thinking that's what held me back
and in time
no matter how cold the winter there's a springtime ahead
i'm thumbing my way back to heaven
counting steps walking backwards on the road
all the rusted signs we ignore throughout our lives
the questions linger overhead
i wish that
hang my head and count my steps as another car goes past
there's no wrong or right but
i turned my back now there's no turning back"
pearl_jam,"i wanna leave
all those lives
i will live for
the bad feelings
i won't wait
a look on the other side
for answers
i want a last breath
full at night
it's been wonder
every being
with the sundown
you can't keep
in disguise
all this life
this mind and shout
i don't let out
i wanna wind out
like an ocean
it's just me
and say goodnight
i don't live for"
audioslave,"but don't give me your savior
lay my need out give you my help
give me your brand burn on my hand
burn me your fuse throw me your stones
walk in the shoes of somebody else
and you whisper my fate
whisper to me my tragic fate
but don't give
but you give me your blues
whisper to me my tragic end
but don´t give me"
pearl_jam,"till he had more time
while he was drifting
another man moved by slight of hand
something he hadn't imagined being
it was like a book he read in his sleep
i'll see you on the other side
as if moved by sleight of hand
was it age by consequence or was he moved by sleight of hand
organized his few things
not remembering the change
as dirt turned to sand
and he knew realizations would have to wait
his coat and keys
sometimes he hid in the radio watching other pull into their homes
not recalling the plan
as the merging traffic passed he found himself staring down at his own hands"
pearl_jam,"over the curve through the fields into the house of
take a bottle drink it down
newspaper covered walls
underneath that sign always congregated quite a crowd
i was flying high above the trees over the hills
that old blue car we used to race
mama can we stop and give her a ride
pass it around
mary rising up above it all
that what you fear the most could meet you halfway
sometimes we did but her hands flew from her side
a take a bottle drink it down
wild eyed crazy
little country store with a sign tacked to the side
looked down into the house of
on the south side of the town on the wrong side of the tracks
oh pass it a
pass it arround
terrible thoughts
sometimes on the way into town we'd say"
pearl_jam,"they don't seem to notice me
ah their eyes strait on the street
no no more crowbars to my head
sidewalks cigarettes and seams
i'm so high
i'm trading stories with the leaves instead
newspapers matter not to me
i hold just one breath deep within my chest just like innocence
eddie's blue sky home
they say knowledge is a tree
still got it
and my eyes feel both wide open
i hold just one breath to go back to my nest to sleep with innocence
i'm so high the sky
got back my innocence
oh the blue sky it's his home
it's growing up just like me
up here so high the sky
i got a glimpse of my inner sense"
pearl_jam,"mmmm  15 minutes to go
with 7 more minutes to go
i got 22 minutes to go
i got 24 minutes to go
you've got 16 minutes to go
i got 18 minutes to go 
17 minute to go
with 13 minutes to go
i got 8 more minutes to go
with 9 more minutes to go
i got 12 more minutes to go
i got 25 minutes to go
ahhh  21 minutes to go 
19 minutes to go
i got 6 more minutes to go 
5 more minutes to go
i got 4 more minutes to go 
3 more minutes to go 
i got 2 more minutes to go
1 more minute to go
well they give me some beans for my last meal 
23 minutes to go
i got 11 minutes to go
i got 10 more minutes to go
i got 14 minutes to go"
soundgarden,"are stolen as the old moon falls
i'm left behind
sand and feathers for my head
i be beside myself
and this naked floor is cold as you
but you can't grow feathers in the rain
another place to hide it all
this naked floor remains
dreams have never been my bed
i'm lost behind
as seasons roll on by
and take me worlds away
i'll never find
i might even stay
my mirror shows another face
dreams have never been my answer"
soundgarden,"long time coming
it seemed to satisfy
many served the few
and long to taste the shame
you longed to taste the shame
it seemed to get me by
give me little bits of more than
that bows down before you
that everybody tries
if it sits upon your tongue or naked in your eyes
it seemed to take me through"
alice_in_chains,"i don't wanna die
i don't wanna lie
oh no oh no oh no oh no
oh no oh no oh no oh no hey
i don't wanna be a sailor mama
i don't wanna be a soldier mama
i don't wanna be a lawyer mama
oh no oh no oh no oh no oh no hey
i don't wanna be a failure mama
i don't wanna be a poor man mama
i don't wanna cry
i don't wanna be a rich man mama
i don't wanna be a thief now mama
oh no oh no oh no oh no oh no
i don't wanna fly
i don't wanna be a churchman mama"
pearl_jam,"all the dark horse fields befriendin' me
warm breath and all it steals
the blackened world goes white it goes nowhere
we've come to hate the golden rule
i make the others run and hide
how can i quit to be there
my body's broken fast please lift me up
sit and stare
your fading melodies can't beat my need
the morning light don't show you near
all this noise inside the quiet
begging for a prayer
you can't know how it feels to be in here
york streets seem to make it worse
can't find my wheels
your absence is what breeds this fear
cannot seem to make the dots connect"
soundgarden,"the meaning of harm
only feeling when you don't
drawing the hordes
the skull beneath my feet
a feeling of peace
killing with charm
only deadly in a swarm
only healing when you ache
i graze among the graves
like feathers in sand
only healthy in the dirt
hung on my horns
only empty in your arms
with haste and reverie
only feeding when you're cold
i wait and show the lame"
pearl_jam,"so much to talk about
writing checks that others pay
does not equate and the truth's already out there
what does it mean when a war has taken over
laid out for me to see
you got to know there's another another another another
another way
that the president took for granted
in the form of a morning paper
tell you to pray while the devils on their shoulder
nothing for to say
what can be saved and who will be left to hold her
i'd never see again
it's a worldwide suicide
could not stop staring at the"
alice_in_chains,"chewed up pen
i hear you think
i nearly snapped
a few of you
nothing thrilling me
it's the same ol' sit down roll around
yeah so close now"
soundgarden,"i'm gonna break my
you tied my lead and pulled my chain
cutting my teeth on bars and rusty chains
it's gonna be too dark to sleep again
god's eyes in my headlights
and hit me with a hand of broken nails
i'm burning diesel burning dinosaur bones
i'll take the river down to still water
to watch my blood begin to boil
i'm gonna break my rusty cage and run
and ride a pack of dogs
and it's raining icepicks on your steel shore
when the dogs are looking for their bones"
soundgarden,"the lives we make never seem
to live up to the ones inside your head
one more time around might make it
just like you
drop the blade and watch the rolling heads
one more time around
i stole a thousand beggar's change
to ever get us anywhere but dead
all the other pigs
and let the martyrs stretch
i should have stayed in bed
one more time around might do it
i wallowed in the blood and mud with
i tried to live
and gave it to the rich
except a voice was in my head
it said seize the day pull the trigger
i dangled from the power lines"
tool,"managed to push myself away 
and you as well my dear 
you minimize my movement anywaaaay
i must persuade you another waaaaaaaaay 
pushing shoving 
pushing me
better take care not to make me enter 
'cause if
you're pushing me and shoving me
you're pushing 
and shoving 
and scrambling 
keep my feet back on the ground 
while you were begging me to stay
it will end no other way
you  still love me still love me 
pushit on me pushit on me    
bang my head upon the fault line
but you're  pushing and shoving    me
you still love me still love me
pushit on me pushit on me
what is this but my reflection
terrified of what may come
i will always love you 
as
i claw your fucking throat away
but  you're pushing me shoving me
i to judge and strike you down
there's no love in feaaaaaaaar
survival is my only friend
i do we both may disappear
i'm alive when you're touching me 
alive when you're shoving me down 
for just a little
piece of miiiiiiiiiiiiiiind
hands are on my back again
choke this infant here before me
i will choke until"
tool,"court building during normal
business hours
yiddish please press 8
if you are calling from a car fax please press 7 
and
please call back during normal business hours
this is an automated system that can handle most inquiries
dutch please press 5
for court locations press 3
french please press 7
d form 3018 in which case 
please press 2
to receive a blank
d 3018 please
press 6
if you are calling from a rotary phone please stay on the line
if you have had your eyes tested
d form 3018 but have
not reported to the
for payment inormation press 2
vehicles in the last three years in which case
press 7
proposition 187 and have your
if you are calling from a cellular phone please press 2
for court appearance and bail information press 5
d form 3018 filled out and
have already reported to the
attorney's office please press 3 
voted 'no' on
if you are calling from a pay phone please press 3
atin lay lease pay ress pay ine nay
d form 3018 please come
down to the
for general ticket and warrant information press 4
if you are calling from a car phone please press 4
please try again 
selecting your message
please try again
japanese please press 3
latvian please press 6
to check the amount due on a parking ticket press 4
proposition 187   and have collected a notarized waiver
from said relative and have attached said waiver in triplicate to
said form please press 4 unless of course said relative is not
a naturalized citizen in which case please press 5 
have not voted 'yes' or 'no' on
proposition 187 and have not reported
to the
attorney but have filled out form
d voted 'yes' on
if you are calling from a touch tone phone please press 1
for traffic court appointment information press 6 
unless you have not filled out a
if you have filled out
department of
if after using this system your question is not answered 
please stay on the line
and a representative will be with you shortly
attorney but have never been called
in for jury duty press 8
spanish please press 2
for all other traffic related matters press 6
chinese please press 4
if you believe you are ticketed in error because your disabled person
placard or your preferential parking permit was clearly displayed or
your vehicle is disabled press 5
for information in
if you are calling from a secret spy phone please press 5
if you are calling from a princess phone please press 6
the system is waiting for a touch tone entry 
selecting your message"
soundgarden,"i'm on my way
feeling high and
no one is going to fuck with
right beside you
i must have burned
music by kim thayil
tell me if you wanna take a hit
i came to fight so get out of my way
¡®cause daddy told me don't you ever
a bottle full
i'm gonna get to you
take no fucking shit
a foot of lead
faster that a fucking flash of light
in hell tonight
i'm gonna get you
and you ain't got a chance
daddy didn't raise no fucking fools
stomach's burning alcohol
coming up on your right"
